Compound ID (CID),MedDRA Concept ID,Frequency (%),Normalized Frequency,Term Level,Indication/Condition Name,Term ID,Term Name,ATC Code,Compound Name
CID100001972,C0042963,15%,0.15,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,16%,0.16,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,16%,0.16,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,16%,0.16,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,16%,0.16,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,18%,0.18,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,18%,0.18,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,18%,0.18,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,18%,0.18,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,4%,0.04,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,4%,0.04,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,4%,0.04,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,4%,0.04,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,6%,0.06,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,6%,0.06,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,6%,0.06,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,6%,0.06,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,7%,0.07,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0085593,18.8%,0.188,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,18.8%,0.188,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,18.8%,0.188,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,18.8%,0.188,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,20%,0.2,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,20%,0.2,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,20%,0.2,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,20%,0.2,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,21.1%,0.211,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,21.1%,0.211,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,21.1%,0.211,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,21.1%,0.211,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,23.5%,0.235,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,23.5%,0.235,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,23.5%,0.235,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,23.5%,0.235,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,40%,0.4,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,40%,0.4,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,40%,0.4,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,40%,0.4,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,47%,0.47,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,47%,0.47,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,47%,0.47,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,47%,0.47,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,48%,0.48,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,48%,0.48,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,48%,0.48,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,48%,0.48,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,48.1%,0.481,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,48.1%,0.481,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,48.1%,0.481,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,48.1%,0.481,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,56%,0.56,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,56%,0.56,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,56%,0.56,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,56%,0.56,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,6%,0.06,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,6%,0.06,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,6%,0.06,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,6%,0.06,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,79.5%,0.795,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,79.5%,0.795,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,79.5%,0.795,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,79.5%,0.795,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,8%,0.08,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,8%,0.08,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,8%,0.08,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,8%,0.08,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,89.7%,0.897,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,89.7%,0.897,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,89.7%,0.897,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,89.7%,0.897,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,9%,0.09,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,9%,0.09,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,9%,0.09,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,9%,0.09,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0027497,0%,0.0,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,0%,0.0,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,0%,0.0,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,0%,0.0,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,16.3%,0.163,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,16.3%,0.163,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,16.3%,0.163,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,16.3%,0.163,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,2.47%,0.0246914,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,2.47%,0.0246914,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,2.47%,0.0246914,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,2.47%,0.0246914,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,21.3%,0.213,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,21.3%,0.213,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,21.3%,0.213,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,21.3%,0.213,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,25.3%,0.253,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,25.3%,0.253,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,25.3%,0.253,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,25.3%,0.253,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,3.5%,0.0349854,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,3.5%,0.0349854,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,3.5%,0.0349854,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,3.5%,0.0349854,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,3.85%,0.0384615,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,3.85%,0.0384615,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,3.85%,0.0384615,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,3.85%,0.0384615,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,38.7%,0.386628,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,38.7%,0.386628,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,38.7%,0.386628,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,38.7%,0.386628,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,38.7%,0.387,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,38.7%,0.387,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,38.7%,0.387,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,38.7%,0.387,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,39.7%,0.396501,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,39.7%,0.396501,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,39.7%,0.396501,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,39.7%,0.396501,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,39.7%,0.397,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,39.7%,0.397,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,39.7%,0.397,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,39.7%,0.397,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0027497,7.27%,0.0726744,PT,Nausea,10028813,Nausea,A01AB04,amphotericin
CID100001972,C0027497,7.27%,0.0726744,PT,Nausea,10028813,Nausea,A07AA07,amphotericin
CID100001972,C0027497,7.27%,0.0726744,PT,Nausea,10028813,Nausea,G01AA03,amphotericin
CID100001972,C0027497,7.27%,0.0726744,PT,Nausea,10028813,Nausea,J02AA01,amphotericin
CID100001972,C0042963,1.17%,0.0116618,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,1.17%,0.0116618,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,1.17%,0.0116618,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,1.17%,0.0116618,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,1.18%,0.0117647,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,1.18%,0.0117647,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,1.18%,0.0117647,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,1.18%,0.0117647,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,10.5%,0.105,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,10.5%,0.105,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,10.5%,0.105,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,10.5%,0.105,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,20.7%,0.207,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,20.7%,0.207,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,20.7%,0.207,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,20.7%,0.207,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,21.3%,0.213,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,21.3%,0.213,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,21.3%,0.213,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,21.3%,0.213,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,3.7%,0.037037,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,3.7%,0.037037,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,3.7%,0.037037,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,3.7%,0.037037,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,3.85%,0.0384615,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,3.85%,0.0384615,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,3.85%,0.0384615,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,3.85%,0.0384615,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,31.8%,0.317784,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,31.8%,0.317784,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,31.8%,0.317784,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,31.8%,0.317784,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,31.8%,0.318,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,31.8%,0.318,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,31.8%,0.318,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,31.8%,0.318,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,43.9%,0.438953,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,43.9%,0.438953,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,43.9%,0.438953,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,43.9%,0.438953,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,43.9%,0.439,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,43.9%,0.439,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,43.9%,0.439,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,43.9%,0.439,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0042963,5.52%,0.0552326,PT,Vomiting,10047700,Vomiting,A01AB04,amphotericin
CID100001972,C0042963,5.52%,0.0552326,PT,Vomiting,10047700,Vomiting,A07AA07,amphotericin
CID100001972,C0042963,5.52%,0.0552326,PT,Vomiting,10047700,Vomiting,G01AA03,amphotericin
CID100001972,C0042963,5.52%,0.0552326,PT,Vomiting,10047700,Vomiting,J02AA01,amphotericin
CID100001972,C0085593,11.1%,0.111111,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,11.1%,0.111111,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,11.1%,0.111111,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,11.1%,0.111111,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,32.1%,0.320513,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,32.1%,0.320513,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,32.1%,0.320513,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,32.1%,0.320513,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,35%,0.35,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,35%,0.35,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,35%,0.35,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,35%,0.35,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,42.7%,0.427326,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,42.7%,0.427326,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,42.7%,0.427326,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,42.7%,0.427326,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,47.5%,0.475,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,47.5%,0.475,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,47.5%,0.475,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,47.5%,0.475,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,47.5%,0.475219,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,47.5%,0.475219,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,47.5%,0.475219,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,47.5%,0.475219,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,7.06%,0.0705882,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,7.06%,0.0705882,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,7.06%,0.0705882,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,7.06%,0.0705882,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,75.9%,0.758721,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,75.9%,0.758721,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,75.9%,0.758721,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,75.9%,0.758721,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001972,C0085593,75.9%,0.759,PT,Chills,10008531,Chills,A01AB04,amphotericin
CID100001972,C0085593,75.9%,0.759,PT,Chills,10008531,Chills,A07AA07,amphotericin
CID100001972,C0085593,75.9%,0.759,PT,Chills,10008531,Chills,G01AA03,amphotericin
CID100001972,C0085593,75.9%,0.759,PT,Chills,10008531,Chills,J02AA01,amphotericin
CID100001983,C0013395,1.3%,0.013,PT,Dyspepsia,10013946,Dyspepsia,N02BE01,acetaminophen
CID100001983,C0018681,1.3%,0.013,PT,Headache,10019211,Headache,N02BE01,acetaminophen
CID100001983,C0018681,9.7%,0.0970149,PT,Headache,10019211,Headache,N02BE01,acetaminophen
CID100001983,C0018681,4.9%,0.049,PT,Headache,10019211,Headache,N02BE01,acetaminophen
CID100001983,C0018681,8.71%,0.0870712,PT,Headache,10019211,Headache,N02BE01,acetaminophen
CID100002022,C0013595,postmarketing,0.001,PT,Eczema,10014184,Eczema,D06BB03,acyclovir
CID100002022,C0013595,postmarketing,0.001,PT,Eczema,10014184,Eczema,J05AB01,acyclovir
CID100002022,C0013595,postmarketing,0.001,PT,Eczema,10014184,Eczema,S01AD03,acyclovir
CID100002022,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,D06BB03,acyclovir
CID100002022,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,J05AB01,acyclovir
CID100002022,C0020517,postmarketing,0.001,PT,Hypersensitivity,10020751,Hypersensitivity,S01AD03,acyclovir
CID100002083,C0004096,1%,0.01,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,1%,0.01,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,2%,0.02,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,2%,0.02,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,4%,0.04,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,4%,0.04,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,postmarketing,0.001,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0021368,5%,0.05,PT,Inflammation,10061218,Inflammation,R03AC02,salbutamol
CID100002083,C0021368,5%,0.05,PT,Inflammation,10061218,Inflammation,R03CC02,salbutamol
CID100002083,C0004096,10%,0.1,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,10%,0.1,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,6.3%,0.063,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,6.3%,0.063,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,7.3%,0.073,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,7.3%,0.073,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,9%,0.09,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,9%,0.09,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,9.1%,0.091,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,9.1%,0.091,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,9.4%,0.094,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
CID100002083,C0004096,9.4%,0.094,PT,Asthma,10003553,Asthma,R03CC02,salbutamol
CID100002083,C0004096,5.1%,0.051,PT,Asthma,10003553,Asthma,R03AC02,salbutamol
